tag,n_rows,n_speakers,mean_duration_s
hissing,43,37,17.084
flowing smoothly,43,40,12.730
frustrated grunt,43,41,15.601
warm laugh,43,38,15.436
hushed excitement,43,37,14.013
more composed,43,39,16.076
wisely,43,40,13.294
raggedly,42,42,13.581
questioning tone,42,39,15.569
triumphantly shouting,42,38,11.913
beaming warmth,42,37,12.665
voice soaring higher,42,40,15.551
determined tone,42,36,14.268
stronger voice,42,36,15.772
laughing softly,42,40,16.345
snorting laugh,42,37,16.162
faintly,42,37,12.569
hollow tone,42,39,15.024
yawning,42,38,15.758
excitedly whispering,42,37,11.350
more playfully,42,39,15.154
intimately,42,37,13.682
speaking regretfully,42,36,11.801
aggressively,42,38,12.559
suddenly sarcastic,42,35,12.379
sardonic,42,39,13.387
choked up,42,40,15.864
gloomily,42,40,12.683
snarling,41,36,16.575
nerdily,41,38,12.143
quick whisper,41,39,10.760
disbelief,41,39,15.953
squealing with delight,41,37,13.442
soothing whisper,41,34,13.965
awkwardly,41,35,13.038
conversationally,41,36,12.660
drowsily,41,36,15.816
voice trembling with rage,41,36,14.042
weakening in volume,41,35,11.749
reverent whisper,41,38,15.639
"normal voice, thoughtful",41,36,14.918
tuneful,41,37,12.843
incoherent muttering,41,36,13.059
mechanical rhythm,41,35,12.992
harshly,41,32,11.596
whoops,41,37,13.900
voice quickening,41,35,13.260
slight pause,40,35,15.140
explosive shout,40,34,14.255
voice breaking halfway through,40,36,13.058
building anger,40,37,15.773
in normal voice,40,35,15.025
stonily,40,35,12.269
frigidly,40,33,12.885
grateful whisper,40,34,16.424
optimistic,40,35,18.277
croaky,40,39,12.466
breathlessly happy,40,37,14.866
huskily,40,38,12.994
voice dropping mysteriously,40,34,14.217
softer now,40,37,14.583
darkly,40,37,13.621
assertively,40,39,12.420
persuasively,40,38,14.494
catching breath,40,36,15.266
growing stronger,40,36,15.246
"normal voice, apologetic",40,38,12.384
voice hollow,40,32,13.194
fretfully,40,36,12.477
clearer,40,37,16.911
voice trembling with joy,40,34,15.093
"normal voice, amused",40,34,13.681
with movie-trailer voice,40,35,14.274
trilling,40,36,12.732
like a loud sports commentator,40,38,11.472
mock offense,40,38,15.834
appreciative,40,35,15.217
voice softening unexpectedly,40,30,15.482
in croaky yell,39,37,11.492
exhausted tone,39,36,16.383
tonelessly,39,38,12.107
sighs happily,39,34,16.245
lifeless,39,37,14.404
voice wavering slightly,39,34,14.834
rustling,39,39,15.112
muffled,39,37,12.791
mimicking low pitch,39,36,12.060
frustrated growl,39,37,15.269
raspingly,39,34,11.630
robotic,39,36,13.231
scary,39,36,12.048
croaky yell,39,36,12.155
grumpily,39,35,12.735
languid energy,39,37,12.354
embarrassed laugh,39,37,16.433
each word deliberate,39,37,14.403
sultry tone,39,37,14.890
drawling,39,34,13.744
deferentially,39,37,12.577
rushed words,39,37,13.118
in animated fashion,39,36,11.899
icily ordering,39,37,12.347
insisting,39,35,12.167
coldly speaking,39,34,11.274
voice bubbling with joy,39,35,14.463
sarcastic intonation,39,33,11.378
decisive,39,34,16.428
faltering softly,39,38,13.161
burst of laughter,39,37,15.334
fast remark,39,38,11.392
sharper,39,37,16.199
checking,39,38,16.977
nasally,39,35,13.156
submissively,39,36,12.477
voice rising with conviction,39,33,12.745
languidly,38,35,13.723
authoritatively,38,34,12.722
timidly,38,36,12.494
voice lifting hopefully,38,36,14.500
chuckles warmly,38,34,16.839
hissy,38,35,12.057
masculinely,38,35,12.467
robotic rhythm,38,36,11.679
viciously,38,37,13.081
nostalgic,38,34,16.187
hushed awe,38,33,15.380
childlike voice,38,37,11.792
animating each word,38,36,13.172
through whispers,38,35,13.771
speaking softly,38,34,12.514
loud,38,35,12.108
eloquently,38,34,14.189
in a rhythmic chant,38,35,10.777
candidly,38,35,13.256
curtly voicing,38,37,11.298
in a soothing whisper,38,37,12.016
clinically,38,35,13.462
"quieter, more intense",38,33,14.103
emotionlessly,38,36,12.071
syrupy,38,33,13.155
menacing,38,35,12.575
biting,38,38,12.040
dull,38,36,13.204
voice rising with enthusiasm,38,32,12.865
pitching high,38,36,10.953
passionately shouting,38,30,11.395
burly voice,38,37,12.820
audibly breathless,38,37,12.543
cheerfully narrating,38,35,11.942
sarcastically remarking,38,33,12.244
in clipped tones,38,36,12.230
fervently,38,35,14.268
thoughtfully slower,38,33,17.247
assuredly,38,35,12.812
more relaxed,38,34,16.717
baritonal voice,38,35,12.223
dejectedly,38,36,12.135
bursting with excitement,38,34,11.818
zealously,38,35,13.127
articulating,38,34,13.710
passionately shout,38,34,11.127
quaveringly,37,31,13.019
irate,37,34,12.645
yawns,37,36,17.983
stammeringly voice,37,33,11.803
interested,37,34,17.463
savagely,37,34,13.224
contemptuously,37,34,11.867
charmingly proclaiming,37,35,13.253
in deep voice,37,35,13.597
burst,37,35,11.488
clearly articulating,37,33,13.062
boldly yell,37,33,10.477
briskly,37,36,12.265
guttural,37,34,11.919
expressionlessly,37,35,12.715
distantly,37,33,13.112
animated shout,37,33,11.504
slyly,37,33,12.652
child-like voice,37,34,13.129
calmer,37,36,16.074
impassively,37,35,12.864
purposefully,37,35,12.096
monotonously,37,35,12.905
abruptly,37,31,12.457
bright energy,37,34,11.242
voice dancing,37,37,15.490
low voice,37,33,12.827
wheezily,37,34,13.147
emphatic,37,36,15.622
dolefully,37,36,11.395
ruefully,37,34,12.356
rigidly,37,35,10.891
chirpily,37,34,11.569
ironically,37,35,13.247
voice gaining strength,37,33,13.540
enchantingly,37,34,14.428
in radio voice,37,36,13.364
warily,37,34,13.107
getting louder with each word,37,36,14.122
in elderly voice,36,32,14.445
rapidly muttering,36,30,11.332
frailty in voice,36,33,12.353
quick jittery bursts,36,34,11.042
croaking,36,32,13.712
lisping,36,34,12.001
mumbling plead,36,34,12.141
shakily speaking,36,34,13.607
boorishly,36,32,12.906
sharp intake of breath,36,31,14.314
droning,36,35,13.770
uneasily,36,33,12.952
building momentum,36,36,15.328
intrigued,36,30,16.328
with hostility,36,36,11.787
sounding tired,36,35,13.714
through happy tears,36,32,16.002
exasperated groan,36,34,15.860
quickly declaring,36,32,12.162
severely,36,33,12.352
airily,36,34,13.627
fiery energy,36,33,11.760
strong volume,36,33,11.971
regular volume,36,33,15.349
whispered confession,36,32,15.216
whispering conspiratorially,36,32,15.414
suddenly urgent,36,32,13.208
slow whisper,36,32,12.841
voice dropping low,36,33,14.725
rasping out words,36,33,13.639
voice quickening with excitement,36,30,12.830
voice bouncing,36,34,15.257
nervously muttering,36,31,12.719
serenely,36,31,13.897
sympathetic tone,36,35,16.468
exhales deeply,36,35,17.318
in a rushed whisper,36,35,11.648
childlike intonation,36,33,11.727
valley-girl voice,36,29,11.227
frankly,36,35,11.664
relieved laugh,36,34,15.782
nastily,36,34,11.577
naively,36,34,11.840
getting more animated,36,33,15.067
adolescent voice,36,32,11.935
somberly,36,32,13.600
paternally,36,31,13.586
lazily,36,36,12.742
voice rising with emotion,36,32,14.514
shrilly,36,34,11.798
strong enunciation,35,32,12.969
theatrically,35,32,13.543
pensively,35,32,13.495
declaring scornfully,35,32,11.649
gruffling,35,35,12.975
nervous laughter,35,34,13.282
confused mumbling,35,33,18.821
unwaveringly,35,32,12.453
with weak projection,35,32,12.388
very raspily,35,32,12.104
soft spoken voice,35,30,11.979
"regular voice, sighing",35,33,14.373
in a dramatic voice,35,32,12.416
venomous,35,31,15.556
in hushed tones,35,31,12.446
maintaining strength,35,33,12.274
voice crumbling,35,34,15.885
philosophically,35,33,16.664
country drawl,35,34,12.533
squeakily,35,31,12.389
thunderous,35,34,15.982
scholarly tone,35,33,13.207
in low pitch,35,29,12.968
pompously,35,32,12.884
overwhelmed with joy,35,29,15.229
dizzily,35,35,13.975
voice glowing,35,31,14.419
nervous,35,33,15.846
wobbling,35,32,12.631
condescendingly,35,31,13.032
voice bouncing with energy,35,31,13.892
tensely,35,33,13.042
deep voice,35,35,12.742
tersely,35,34,10.829
almost pleading,35,28,14.656
youthfully,35,33,12.495
happily proclaiming,35,34,12.589
gravelly narration,35,33,13.575
sluggishly,35,32,14.452
voice swelling with emotion,35,32,15.714
throatily,35,33,12.929
falteringly,35,31,13.246
gutturally,35,33,12.254
caustically,35,33,12.879
brashly,35,32,11.961
sullenly,35,32,12.392
more tenderly,35,26,16.098
triumphant laugh,35,31,15.300
even tempered,35,32,13.315
overly sarcastic,35,32,12.527
lively,35,34,11.439
slow declaration,35,31,12.307
"normal voice, thoughtfully",35,34,14.259
strenuously,35,34,13.197
in youthful voice,35,32,12.729
very animated,34,28,12.461
flowing speech,34,31,13.841
doubtful expression,34,31,13.464
fast declaration,34,34,11.309
soulfully,34,32,13.970
deaf accent,34,32,11.285
neutral,34,32,12.799
voice rising with indignation,34,33,13.911
slow and deliberate,34,33,16.483
drawlingly,34,30,14.169
patronizing tone,34,34,15.850
joking tone,34,33,12.625
urban accent,34,33,10.757
purring,34,28,18.214
suddently whispering,34,30,12.555
chuckling darkly,34,30,16.877
stammering,34,31,16.618
sneering,34,30,12.785
enraged,34,31,12.391
corporate tone,34,33,13.557
geekily,34,34,12.955
delighted laugh,34,32,14.999
ardently,34,33,12.780
very nervously,34,31,12.893
smugly,34,31,15.828
steadier voice,34,31,15.432
shouting happily,34,30,15.598
raspily yelling,34,33,11.732
words rushing out,34,32,13.611
matter of factly,34,33,12.258
instructing,34,31,11.579
scathingly,34,30,13.429
neutrally,34,33,12.045
boredly,34,32,13.058
excited squeal,34,30,14.830
flippantly,34,29,11.182
shrieks,34,29,14.491
detached expression,34,31,12.544
sonorous,34,31,12.841
embarrassed,34,32,16.567
passionate whisper,34,33,15.515
waveringly,34,29,13.289
suddently pausing,34,29,13.565
boldly exclaiming,34,30,11.227
in refined manner,34,32,12.405
more insistently,34,34,14.673
fastly proclaiming,34,30,10.658
in gravelly tones,34,32,12.467
almost whispered,34,31,12.430
sarcastic laugh,34,33,16.520
steely,34,31,12.334
more exuberantly,34,30,15.125
with accent,34,29,12.357
voice quavering,34,32,16.555
quip,34,32,11.840
tearfully happy,34,32,15.998
stammeringly,34,30,12.937
singing,34,32,10.785
in sing-song voice,34,32,12.124
in masculine voice,33,29,12.225
voice dripping sarcasm,33,29,12.329
in a quiet tone,33,32,13.125
irritating voice,33,31,11.937
slow chant,33,33,13.674
in low tones,33,29,13.800
noisily,33,30,11.464
girlishly,33,29,11.757
nicely,33,31,13.009
trails off,33,31,16.814
brusquely,33,29,11.719
growls,33,32,17.556
shocked whisper,33,29,15.241
whispers excitedly,33,31,14.708
tired,33,31,16.449
with nasal quality,33,32,11.559
raspily,33,32,12.284
poetically,33,32,13.487
measured rhythm,33,30,13.753
in glassy tone,33,30,12.561
nonchalantly,33,29,11.804
hostilely,33,29,12.122
hollow voice,33,31,17.152
quivering declaration,33,32,12.856
relaxed energy,33,31,12.773
voice getting smaller,33,31,13.771
in serious tone,33,31,13.233
with a high-pitched voice,33,28,11.740
cartoon voice,33,32,12.313
euphoric,33,32,15.010
voice shaking with rage,33,32,14.798
suddenly serious,33,30,15.762
stretching sound,33,30,15.832
rural accent,33,31,11.708
maintaining calm,33,30,13.210
with rough texture,33,33,12.975
silky plead,33,31,12.911
voice lifting slightly,33,29,16.408
scary voice,33,30,12.696
vehemently,33,32,13.497
frantic,33,32,14.888
frosty,33,32,12.653
expressively,33,33,12.957
quickly repeating,33,30,11.511
bluntly,33,31,11.195
clipped,33,30,11.012
placidly,33,28,13.702
distractedly,33,28,13.112
solemnly declaring,33,32,13.357
laughing harder,33,29,16.022
haltingly,33,30,12.461
drearily,33,31,13.200
with clear timbre,33,31,12.618
shrieking happily,33,29,13.630
stormy,33,29,12.488
cold tone,33,31,12.187
joking whisper,32,30,12.766
suddently high pitched,32,28,11.514
deeply,32,27,12.120
weary,32,29,16.272
quick exhale,32,32,15.981
positively,32,28,12.649
echoing,32,31,13.040
gentle murmur,32,27,15.641
gracefully,32,30,13.898
rudely,32,27,11.251
defeated sigh,32,30,16.143
royally,32,30,13.693
exuberantly yelling,32,30,11.344
heatedly,32,30,12.259
piercing order,32,30,11.536
anguished,32,27,15.841
very childlike,32,29,12.831
more cheerfully,32,29,15.258
commanding tone,32,31,15.926
raging,32,31,13.211
animated energy,32,31,11.535
musically,32,31,14.039
ending in laughter,32,31,14.372
deeply commanding voice,32,28,11.631
sorrowfully,32,29,13.083
tactfully,32,28,13.560
nasal tone,32,30,12.923
melancholically,32,31,12.511
shouting each word,32,31,12.017
excitedly proclaiming,32,31,12.173
restlessly,32,28,11.508
slow order,32,31,13.885
in teenage voice,32,31,11.675
chortling,32,31,14.239
in high pitch,32,31,12.254
naturally,32,29,12.519
eccentrically,32,27,12.831
voice crescendoing,32,30,15.780
irritably,32,31,11.442
heavy exhale,32,32,15.873
indistinct,32,31,11.775
suddently creepy,32,30,12.278
calming down,32,30,15.359
hushed,32,29,16.678
indifferently,32,31,13.380
livid,32,29,13.426
with a heavy breath,32,31,13.538
stutteringly,32,29,13.533
derisively,32,28,14.019
mellowly,32,29,12.867
childlike,32,31,13.027
in posh voice,31,30,12.913
growing louder,31,29,14.672
worried again,31,30,17.203
childishly,31,31,12.887
"normal voice, checking script",31,26,14.003
questioningly,31,30,12.988
sibilant,31,30,12.948
words tumbling out,31,29,14.350
worried whisper,31,26,16.187
steady voice,31,30,16.393
speaking faster,31,29,14.523
overwhelmed with happiness,31,29,15.272
in victorian manner,31,28,12.581
domineeringly,31,30,12.413
defeated tone,31,31,16.235
in military tone,31,31,11.716
conspiratorially whispering,31,29,13.520
despondently,31,27,12.425
grittily,31,29,12.207
gentle,31,30,15.544
trembling with rage,31,29,16.789
grimly,31,28,15.067
voice lilting upward,31,29,14.885
scornful expression,31,29,12.255
voice building steadily,31,29,13.998
slow heavy tone,31,29,13.806
loudly ordering,31,28,12.028
babyishly,31,28,11.757
robotic delivery,31,29,12.522
whistles,31,29,17.223
animatedly,31,30,11.840
words tumbling together,31,29,14.873
gravelly,31,30,14.451
lyrically,31,31,12.954
humbly,31,28,16.714
mock offended,31,30,14.996
crisp,31,28,11.549
sternly declaring,31,28,11.974
unclearly,31,30,12.410
whispering quickly,31,28,11.434
voice lightening,31,28,14.325
dispassionately,30,28,13.116
trembling with emotion,30,28,16.355
increasingly frantic,30,28,14.266
strongly,30,30,12.415
explaining,30,28,16.250
instructive tone,30,29,17.118
in amazement,30,27,15.133
scalding,30,28,12.525
playful tone,30,26,14.796
short laugh,30,28,13.786
aimlessly,30,25,13.437
seductively,30,29,13.190
dripping sarcasm,30,29,15.311
increasingly delighted,30,26,15.918
emotional whisper,30,26,15.768
defensive growl,30,27,15.994
voice dropping menacingly,30,27,15.866
intently,30,28,12.959
in friendly tone,30,29,12.559
slowly speaking,30,29,15.000
more sternly,30,29,17.004
defensive shout,30,28,13.978
wrathfully,30,27,11.851
suddently quickly,30,29,10.921
more optimistically,30,29,16.869
more patiently,30,27,17.935
increasingly emotional,30,27,16.506
angrier,30,29,15.795
in staccato rhythm,30,29,12.122
trailing off mysteriously,30,29,15.347
voice becoming philosophical,30,29,15.420
stiffly,30,28,13.178
evil laugh,30,27,14.210
very cheerfully,30,30,11.273
velvety,30,28,12.032
shrilling,30,27,12.209
dropping to a whisper,30,27,13.061
quickly remarking,30,28,10.763
ditzily,30,29,12.882
brittle voice,30,28,12.945
resentfully,30,27,11.205
droning on,30,27,15.090
breathily,30,26,12.798
tense tone,30,27,12.556
